,X,Participant,gender,lamount,ldealy,samount,sdelay,choices1,choice2,RT_first,pick_larger_position,block_order,RT_second,adjusting.order,condition,group,switch,mark1
2210,5910,1086,0,60,101,6,0,1,0,3.640140057,NA,5,NA,1,dgl,2,0,0
2209,5909,1086,0,60,101,12,0,1,0,4.890369892,NA,5,NA,1,dgl,2,0,0
2208,5908,1086,0,60,101,18,0,1,0,3.906405926,NA,5,NA,1,dgl,2,0,0
2207,5907,1086,0,60,101,24,0,1,0,6.281500101,NA,5,NA,1,dgl,2,0,0
2206,5906,1086,0,60,101,30,0,1,0,7.203413963,NA,5,NA,1,dgl,2,1,0
2205,5905,1086,0,60,101,36,0,0,1,6.594012976,NA,5,NA,1,dgl,2,1,0
2204,5904,1086,0,60,101,42,0,0,1,7.890944004,NA,5,NA,1,dgl,2,0,0
2203,5903,1086,0,60,101,48,0,0,1,5.172082901,NA,5,NA,1,dgl,2,0,0
2202,5902,1086,0,60,101,54,0,0,1,6.031491041,NA,5,NA,1,dgl,2,0,0
2201,5901,1086,0,60,101,60,0,0,1,24.14159298,NA,5,NA,1,dgl,2,0,0
521,1021,1087,1,30,7,3,0,1,0,3.281273127,NA,2,NA,0,dgs,1,0,1
522,1022,1087,1,30,7,6,0,1,0,2.609395027,NA,2,NA,0,dgs,1,0,1
523,1023,1087,1,30,7,9,0,1,0,2.375016928,NA,2,NA,0,dgs,1,0,1
524,1024,1087,1,30,7,12,0,1,0,2.718769073,NA,2,NA,0,dgs,1,0,1
525,1025,1087,1,30,7,15,0,1,0,4.312530994,NA,2,NA,0,dgs,1,0,1
526,1026,1087,1,30,7,18,0,1,0,2.750019073,NA,2,NA,0,dgs,1,0,1
527,1027,1087,1,30,7,21,0,1,0,2.453144789,NA,2,NA,0,dgs,1,0,1
528,1028,1087,1,30,7,24,0,1,0,3.01564908,NA,2,NA,0,dgs,1,0,1
529,1029,1087,1,30,7,27,0,1,0,2.265642166,NA,2,NA,0,dgs,1,0,1
530,1030,1087,1,30,7,30,0,1,0,2.937522173,NA,2,NA,0,dgs,1,1,1
501,1001,1087,1,30,15,3,0,1,0,15.35948896,NA,2,NA,0,dgs,1,0,0
502,1002,1087,1,30,15,6,0,1,0,5.687541008,NA,2,NA,0,dgs,1,0,0
503,1003,1087,1,30,15,9,0,1,0,3.921904087,NA,2,NA,0,dgs,1,0,0
504,1004,1087,1,30,15,12,0,1,0,3.656276941,NA,2,NA,0,dgs,1,0,0
505,1005,1087,1,30,15,15,0,1,0,3.046896219,NA,2,NA,0,dgs,1,0,0
506,1006,1087,1,30,15,18,0,1,0,3.968780994,NA,2,NA,0,dgs,1,1,0
507,1007,1087,1,30,15,21,0,0,1,7.312556028,NA,2,NA,0,dgs,1,1,0
508,1008,1087,1,30,15,24,0,1,0,6.500051022,NA,2,NA,0,dgs,1,1,0
509,1009,1087,1,30,15,27,0,1,0,2.703145027,NA,2,NA,0,dgs,1,1,0
510,1010,1087,1,30,15,30,0,0,1,5.140664101,NA,2,NA,0,dgs,1,1,0
511,1011,1087,1,30,29,3,0,1,0,3.718775988,NA,2,NA,0,dgs,1,0,0
512,1012,1087,1,30,29,6,0,1,0,3.718780041,NA,2,NA,0,dgs,1,0,0
513,1013,1087,1,30,29,9,0,1,0,2.453142881,NA,2,NA,0,dgs,1,0,0
514,1014,1087,1,30,29,12,0,1,0,2.390645981,NA,2,NA,0,dgs,1,0,0
515,1015,1087,1,30,29,15,0,1,0,2.171889067,NA,2,NA,0,dgs,1,0,0
516,1016,1087,1,30,29,18,0,1,0,1.98439002,NA,2,NA,0,dgs,1,0,0
517,1017,1087,1,30,29,21,0,1,0,2.359391928,NA,2,NA,0,dgs,1,0,0
518,1018,1087,1,30,29,24,0,1,0,3.937529087,NA,2,NA,0,dgs,1,0,0
519,1019,1087,1,30,29,27,0,1,0,2.343767881,NA,2,NA,0,dgs,1,1,0
520,1020,1087,1,30,29,30,0,0,1,4.625034094,NA,2,NA,0,dgs,1,1,0
531,1031,1087,1,30,56,3,0,1,0,2.109390974,NA,2,NA,0,dgs,1,0,0
532,1032,1087,1,30,56,6,0,1,0,2.515642881,NA,2,NA,0,dgs,1,0,0
533,1033,1087,1,30,56,9,0,1,0,3.04689908,NA,2,NA,0,dgs,1,0,0
534,1034,1087,1,30,56,12,0,1,0,3.375022888,NA,2,NA,0,dgs,1,0,0
535,1035,1087,1,30,56,15,0,1,0,1.546887875,NA,2,NA,0,dgs,1,0,0
536,1036,1087,1,30,56,18,0,1,0,2.453147888,NA,2,NA,0,dgs,1,0,0
537,1037,1087,1,30,56,21,0,1,0,1.57813406,NA,2,NA,0,dgs,1,0,0
538,1038,1087,1,30,56,24,0,1,0,1.546888113,NA,2,NA,0,dgs,1,1,0
539,1039,1087,1,30,56,27,0,0,1,4.046905041,NA,2,NA,0,dgs,1,1,0
540,1040,1087,1,30,56,30,0,0,1,3.28127408,NA,2,NA,0,dgs,1,0,0
541,1041,1087,1,30,101,3,0,1,0,3.46877408,NA,2,NA,0,dgs,1,0,0
542,1042,1087,1,30,101,6,0,1,0,2.59376812,NA,2,NA,0,dgs,1,0,0
543,1043,1087,1,30,101,9,0,1,0,2.620985985,NA,2,NA,0,dgs,1,0,0
544,1044,1087,1,30,101,12,0,1,0,2.636587143,NA,2,NA,0,dgs,1,0,0
545,1045,1087,1,30,101,15,0,1,0,3.104622126,NA,2,NA,0,dgs,1,0,0
546,1046,1087,1,30,101,18,0,1,0,2.059345961,NA,2,NA,0,dgs,1,0,0
547,1047,1087,1,30,101,21,0,1,0,2.168554068,NA,2,NA,0,dgs,1,1,0
548,1048,1087,1,30,101,24,0,0,1,2.776998043,NA,2,NA,0,dgs,1,1,0
549,1049,1087,1,30,101,27,0,0,1,3.073418856,NA,2,NA,0,dgs,1,0,0
550,1050,1087,1,30,101,30,0,0,1,2.527382135,NA,2,NA,0,dgs,1,0,0
2300,6000,1088,0,30,7,3,0,1,0,1.482769012,NA,3,NA,1,dgs,1,0,0
2299,5999,1088,0,30,7,6,0,1,0,2.466084957,NA,3,NA,1,dgs,1,0,0
2298,5998,1088,0,30,7,9,0,1,0,2.51290822,NA,3,NA,1,dgs,1,0,0
2297,5997,1088,0,30,7,12,0,1,0,1.342298985,NA,3,NA,1,dgs,1,0,0
2296,5996,1088,0,30,7,15,0,1,0,1.810540915,NA,3,NA,1,dgs,1,0,0
2295,5995,1088,0,30,7,18,0,1,0,2.887501955,NA,3,NA,1,dgs,1,0,0
2294,5994,1088,0,30,7,21,0,1,0,2.388045073,NA,3,NA,1,dgs,1,0,0
2293,5993,1088,0,30,7,24,0,1,0,1.389122009,NA,3,NA,1,dgs,1,0,0
2292,5992,1088,0,30,7,27,0,1,0,1.654461861,NA,3,NA,1,dgs,1,1,0
2291,5991,1088,0,30,7,30,0,0,1,3.917634964,NA,3,NA,1,dgs,1,1,0
2280,5980,1088,0,30,15,3,0,1,0,3.090409994,NA,3,NA,1,dgs,1,0,0
2279,5979,1088,0,30,15,6,0,1,0,2.512905836,NA,3,NA,1,dgs,1,0,0
2278,5978,1088,0,30,15,9,0,1,0,1.872976065,NA,3,NA,1,dgs,1,0,0
2277,5977,1088,0,30,15,12,0,1,0,2.372436047,NA,3,NA,1,dgs,1,0,0
2276,5976,1088,0,30,15,15,0,1,0,1.404730082,NA,3,NA,1,dgs,1,0,0
2275,5975,1088,0,30,15,18,0,1,0,1.904193163,NA,3,NA,1,dgs,1,0,0
2274,5974,1088,0,30,15,21,0,1,0,2.747029066,NA,3,NA,1,dgs,1,0,0
2273,5973,1088,0,30,15,24,0,1,0,3.137234926,NA,3,NA,1,dgs,1,0,0
2272,5972,1088,0,30,15,27,0,1,0,4.541961908,NA,3,NA,1,dgs,1,1,0
2271,5971,1088,0,30,15,30,0,0,1,2.637769938,NA,3,NA,1,dgs,1,1,0
2260,5960,1088,0,30,29,3,0,1,0,2.21876502,NA,3,NA,1,dgs,1,0,0
2259,5959,1088,0,30,29,6,0,1,0,2.500018835,NA,3,NA,1,dgs,1,0,0
2258,5958,1088,0,30,29,9,0,1,0,2.343769073,NA,3,NA,1,dgs,1,0,0
2257,5957,1088,0,30,29,12,0,1,0,2.593770027,NA,3,NA,1,dgs,1,0,0
2256,5956,1088,0,30,29,15,0,1,0,5.406292915,NA,3,NA,1,dgs,1,0,0
2255,5955,1088,0,30,29,18,0,1,0,3.937534094,NA,3,NA,1,dgs,1,0,0
2254,5954,1088,0,30,29,21,0,1,0,4.046907902,NA,3,NA,1,dgs,1,0,0
2253,5953,1088,0,30,29,24,0,1,0,4.765662909,NA,3,NA,1,dgs,1,0,0
2252,5952,1088,0,30,29,27,0,1,0,4.812536955,NA,3,NA,1,dgs,1,1,0
2251,5951,1088,0,30,29,30,0,0,1,39.03155589,NA,3,NA,1,dgs,1,1,0
2270,5970,1088,0,30,56,3,0,1,0,1.779329062,NA,3,NA,1,dgs,1,0,0
2269,5969,1088,0,30,56,6,0,1,0,2.450477123,NA,3,NA,1,dgs,1,0,0
2268,5968,1088,0,30,56,9,0,1,0,1.748110056,NA,3,NA,1,dgs,1,0,0
2267,5967,1088,0,30,56,12,0,1,0,1.951016903,NA,3,NA,1,dgs,1,0,0
2266,5966,1088,0,30,56,15,0,1,0,1.794935942,NA,3,NA,1,dgs,1,0,0
2265,5965,1088,0,30,56,18,0,1,0,1.982234001,NA,3,NA,1,dgs,1,0,0
2264,5964,1088,0,30,56,21,0,1,0,1.763719797,NA,3,NA,1,dgs,1,0,0
2263,5963,1088,0,30,56,24,0,1,0,2.32814312,NA,3,NA,1,dgs,1,0,0
2262,5962,1088,0,30,56,27,0,1,0,2.562517881,NA,3,NA,1,dgs,1,1,0
2261,5961,1088,0,30,56,30,0,0,1,3.812523127,NA,3,NA,1,dgs,1,1,0
2290,5990,1088,0,30,101,3,0,1,0,1.763715982,NA,3,NA,1,dgs,1,0,0
2289,5989,1088,0,30,101,6,0,1,0,1.997837067,NA,3,NA,1,dgs,1,0,0
2288,5988,1088,0,30,101,9,0,1,0,2.450479031,NA,3,NA,1,dgs,1,0,0
2287,5987,1088,0,30,101,12,0,1,0,2.731422901,NA,3,NA,1,dgs,1,0,0
2286,5986,1088,0,30,101,15,0,1,0,1.701283932,NA,3,NA,1,dgs,1,0,0
2285,5985,1088,0,30,101,18,0,1,0,1.654461861,NA,3,NA,1,dgs,1,0,0
2284,5984,1088,0,30,101,21,0,1,0,2.38804388,NA,3,NA,1,dgs,1,0,0
2283,5983,1088,0,30,101,24,0,1,0,7.476293087,NA,3,NA,1,dgs,1,0,0
2282,5982,1088,0,30,101,27,0,1,0,4.869740009,NA,3,NA,1,dgs,1,1,0
2281,5981,1088,0,30,101,30,0,0,1,3.340137959,NA,3,NA,1,dgs,1,1,0
3291,10341,1089,1,60,7,6,0,1,0,2.531245947,NA,6,NA,0,dgl,2,0,0
3292,10342,1089,1,60,7,12,0,1,0,1.578125954,NA,6,NA,0,dgl,2,0,0
3293,10343,1089,1,60,7,18,0,1,0,1.609377146,NA,6,NA,0,dgl,2,0,0
3294,10344,1089,1,60,7,24,0,1,0,1.125000954,NA,6,NA,0,dgl,2,0,0
3295,10345,1089,1,60,7,30,0,1,0,1.531246185,NA,6,NA,0,dgl,2,0,0
3296,10346,1089,1,60,7,36,0,1,0,2.109377861,NA,6,NA,0,dgl,2,0,0
3297,10347,1089,1,60,7,42,0,1,0,1.671876192,NA,6,NA,0,dgl,2,0,0
3298,10348,1089,1,60,7,48,0,1,0,1.734378099,NA,6,NA,0,dgl,2,0,0
3299,10349,1089,1,60,7,54,0,1,0,1.546876907,NA,6,NA,0,dgl,2,1,0
3300,10350,1089,1,60,7,60,0,0,1,2.500005007,NA,6,NA,0,dgl,2,1,0
3281,10331,1089,1,60,15,6,0,1,0,2.374996901,NA,6,NA,0,dgl,2,0,0
3282,10332,1089,1,60,15,12,0,1,0,1.562500954,NA,6,NA,0,dgl,2,0,0
3283,10333,1089,1,60,15,18,0,1,0,1.656252861,NA,6,NA,0,dgl,2,0,0
3284,10334,1089,1,60,15,24,0,1,0,1.734375954,NA,6,NA,0,dgl,2,0,0
3285,10335,1089,1,60,15,30,0,1,0,1.828128099,NA,6,NA,0,dgl,2,0,0
3286,10336,1089,1,60,15,36,0,1,0,1.562501907,NA,6,NA,0,dgl,2,0,0
3287,10337,1089,1,60,15,42,0,1,0,1.875000954,NA,6,NA,0,dgl,2,0,0
3288,10338,1089,1,60,15,48,0,1,0,2.359378099,NA,6,NA,0,dgl,2,0,0
3289,10339,1089,1,60,15,54,0,1,0,1.609376907,NA,6,NA,0,dgl,2,1,0
3290,10340,1089,1,60,15,60,0,0,1,3.296881199,NA,6,NA,0,dgl,2,1,0
3261,10311,1089,1,60,29,6,0,1,0,3.703127861,NA,6,NA,0,dgl,2,0,0
3262,10312,1089,1,60,29,12,0,1,0,2.546878815,NA,6,NA,0,dgl,2,0,0
3263,10313,1089,1,60,29,18,0,1,0,2.890629053,NA,6,NA,0,dgl,2,0,0
3264,10314,1089,1,60,29,24,0,1,0,1.984378099,NA,6,NA,0,dgl,2,0,0
3265,10315,1089,1,60,29,30,0,1,0,2.250001907,NA,6,NA,0,dgl,2,0,0
3266,10316,1089,1,60,29,36,0,1,0,2.109379053,NA,6,NA,0,dgl,2,1,0
3267,10317,1089,1,60,29,42,0,0,1,3.671878815,NA,6,NA,0,dgl,2,1,0
3268,10318,1089,1,60,29,48,0,0,1,1.703127861,NA,6,NA,0,dgl,2,0,0
3269,10319,1089,1,60,29,54,0,0,1,1.671877861,NA,6,NA,0,dgl,2,0,0
3270,10320,1089,1,60,29,60,0,0,1,4.781256199,NA,6,NA,0,dgl,2,0,0
3251,10301,1089,1,60,56,6,0,1,0,18.78127694,NA,6,NA,0,dgl,2,1,0
3252,10302,1089,1,60,56,12,0,0,1,8.031261921,NA,6,NA,0,dgl,2,1,0
3253,10303,1089,1,60,56,18,0,0,1,8.750014067,NA,6,NA,0,dgl,2,0,0
3254,10304,1089,1,60,56,24,0,0,1,3.078130007,NA,6,NA,0,dgl,2,1,0
3255,10305,1089,1,60,56,30,0,1,0,7.875011921,NA,6,NA,0,dgl,2,1,0
3256,10306,1089,1,60,56,36,0,1,0,5.312507868,NA,6,NA,0,dgl,2,1,0
3257,10307,1089,1,60,56,42,0,0,1,2.250003099,NA,6,NA,0,dgl,2,1,0
3258,10308,1089,1,60,56,48,0,0,1,2.437501907,NA,6,NA,0,dgl,2,0,0
3259,10309,1089,1,60,56,54,0,0,1,2.062502861,NA,6,NA,0,dgl,2,0,0
3260,10310,1089,1,60,56,60,0,0,1,2.343751907,NA,6,NA,0,dgl,2,0,0
3271,10321,1089,1,60,101,6,0,1,0,4.218749046,NA,6,NA,0,dgl,2,0,0
3272,10322,1089,1,60,101,12,0,1,0,6.78125906,NA,6,NA,0,dgl,2,0,0
3273,10323,1089,1,60,101,18,0,1,0,2.296880007,NA,6,NA,0,dgl,2,0,0
3274,10324,1089,1,60,101,24,0,1,0,5.250006914,NA,6,NA,0,dgl,2,1,0
3275,10325,1089,1,60,101,30,0,0,1,3.187502861,NA,6,NA,0,dgl,2,1,0
3276,10326,1089,1,60,101,36,0,0,1,1.734375954,NA,6,NA,0,dgl,2,0,0
3277,10327,1089,1,60,101,42,0,0,1,2.531254053,NA,6,NA,0,dgl,2,0,0
3278,10328,1089,1,60,101,48,0,0,1,1.718751907,NA,6,NA,0,dgl,2,0,0
3279,10329,1089,1,60,101,54,0,0,1,2.187502861,NA,6,NA,0,dgl,2,0,0
3280,10330,1089,1,60,101,60,0,0,1,3.500005007,NA,6,NA,0,dgl,2,0,0
4930,17280,1090,1,60,7,6,0,1,0,2.464903116,NA,7,NA,1,dgl,2,0,0
4929,17279,1090,1,60,7,12,0,1,0,2.355695009,NA,7,NA,1,dgl,2,0,0
4928,17278,1090,1,60,7,18,0,1,0,2.667709112,NA,7,NA,1,dgl,2,0,0
4927,17277,1090,1,60,7,24,0,1,0,2.636503935,NA,7,NA,1,dgl,2,0,0
4926,17276,1090,1,60,7,30,0,1,0,3.744150877,NA,7,NA,1,dgl,2,0,0
4925,17275,1090,1,60,7,36,0,1,0,3.588145971,NA,7,NA,1,dgl,2,0,0
4924,17274,1090,1,60,7,42,0,1,0,2.886116028,NA,7,NA,1,dgl,2,0,0
4923,17273,1090,1,60,7,48,0,1,0,3.400938988,NA,7,NA,1,dgl,2,1,0
4922,17272,1090,1,60,7,54,0,0,1,3.55694294,NA,7,NA,1,dgl,2,1,0
4921,17271,1090,1,60,7,60,0,0,1,3.291725159,NA,7,NA,1,dgl,2,0,0
4950,17300,1090,1,60,15,6,0,1,0,3.244926929,NA,7,NA,1,dgl,2,0,0
4949,17299,1090,1,60,15,12,0,1,0,2.620906115,NA,7,NA,1,dgl,2,0,0
4948,17298,1090,1,60,15,18,0,1,0,1.981279135,NA,7,NA,1,dgl,2,0,0
4947,17297,1090,1,60,15,24,0,1,0,2.38689518,NA,7,NA,1,dgl,2,0,0
4946,17296,1090,1,60,15,30,0,1,0,2.152886152,NA,7,NA,1,dgl,2,0,0
4945,17295,1090,1,60,15,36,0,1,0,2.995321035,NA,7,NA,1,dgl,2,0,0
4944,17294,1090,1,60,15,42,0,1,0,2.277693987,NA,7,NA,1,dgl,2,1,0
4943,17293,1090,1,60,15,48,0,0,1,2.52730298,NA,7,NA,1,dgl,2,1,0
4942,17292,1090,1,60,15,54,0,0,1,4.758192062,NA,7,NA,1,dgl,2,0,0
4941,17291,1090,1,60,15,60,0,0,1,3.416538954,NA,7,NA,1,dgl,2,0,0
4940,17290,1090,1,60,29,6,0,1,0,2.636504173,NA,7,NA,1,dgl,2,0,0
4939,17289,1090,1,60,29,12,0,1,0,2.870512962,NA,7,NA,1,dgl,2,0,0
4938,17288,1090,1,60,29,18,0,1,0,2.121683836,NA,7,NA,1,dgl,2,0,0
4937,17287,1090,1,60,29,24,0,1,0,2.886117935,NA,7,NA,1,dgl,2,0,0
4936,17286,1090,1,60,29,30,0,1,0,3.088922977,NA,7,NA,1,dgl,2,0,0
4935,17285,1090,1,60,29,36,0,1,0,4.882997036,NA,7,NA,1,dgl,2,1,0
4934,17284,1090,1,60,29,42,0,0,1,2.667705059,NA,7,NA,1,dgl,2,1,0
4933,17283,1090,1,60,29,48,0,0,1,5.647429943,NA,7,NA,1,dgl,2,0,0
4932,17282,1090,1,60,29,54,0,0,1,2.917316914,NA,7,NA,1,dgl,2,0,0
4931,17281,1090,1,60,29,60,0,0,1,4.570981979,NA,7,NA,1,dgl,2,0,0
4920,17270,1090,1,60,56,6,0,1,0,5.803433895,NA,7,NA,1,dgl,2,0,0
4919,17269,1090,1,60,56,12,0,1,0,4.274573088,NA,7,NA,1,dgl,2,0,0
4918,17268,1090,1,60,56,18,0,1,0,4.602186203,NA,7,NA,1,dgl,2,0,0
4917,17267,1090,1,60,56,24,0,1,0,2.589704037,NA,7,NA,1,dgl,2,1,0
4916,17266,1090,1,60,56,30,0,0,1,7.570446014,NA,7,NA,1,dgl,2,1,0
4915,17265,1090,1,60,56,36,0,0,1,3.33215785,NA,7,NA,1,dgl,2,0,0
4914,17264,1090,1,60,56,42,0,0,1,3.519885063,NA,7,NA,1,dgl,2,0,0
4913,17263,1090,1,60,56,48,0,0,1,2.722043991,NA,7,NA,1,dgl,2,0,0
4912,17262,1090,1,60,56,54,0,0,1,4.129997015,NA,7,NA,1,dgl,2,0,0
4911,17261,1090,1,60,56,60,0,0,1,5.897759914,NA,7,NA,1,dgl,2,0,0
4910,17260,1090,1,60,101,6,0,1,0,2.503029108,NA,7,NA,1,dgl,2,0,0
4909,17259,1090,1,60,101,12,0,1,0,5.272005081,NA,7,NA,1,dgl,2,0,0
4908,17258,1090,1,60,101,18,0,1,0,5.397160053,NA,7,NA,1,dgl,2,0,0
4907,17257,1090,1,60,101,24,0,1,0,2.346589088,NA,7,NA,1,dgl,2,1,0
4906,17256,1090,1,60,101,30,0,0,1,5.428442001,NA,7,NA,1,dgl,2,1,0
4905,17255,1090,1,60,101,36,0,0,1,3.691966057,NA,7,NA,1,dgl,2,0,0
4904,17254,1090,1,60,101,42,0,0,1,3.84840703,NA,7,NA,1,dgl,2,0,0
4903,17253,1090,1,60,101,48,0,0,1,3.80147481,NA,7,NA,1,dgl,2,0,0
4902,17252,1090,1,60,101,54,0,0,1,3.832760811,NA,7,NA,1,dgl,2,0,0
4901,17251,1090,1,60,101,60,0,0,1,18.22517395,NA,7,NA,1,dgl,2,0,0
3340,10390,1091,0,30,7,3,0,1,0,3.593755007,NA,4,NA,1,dgs,1,0,0
3339,10389,1091,0,30,7,6,0,1,0,2.812503099,NA,4,NA,1,dgs,1,0,0
3338,10388,1091,0,30,7,9,0,1,0,1.437501192,NA,4,NA,1,dgs,1,0,0
3337,10387,1091,0,30,7,12,0,1,0,1.734376907,NA,4,NA,1,dgs,1,0,0
3336,10386,1091,0,30,7,15,0,1,0,1.578126907,NA,4,NA,1,dgs,1,1,0
3335,10385,1091,0,30,7,18,0,0,1,1.250000954,NA,4,NA,1,dgs,1,1,0
3334,10384,1091,0,30,7,21,0,1,0,1.375001907,NA,4,NA,1,dgs,1,1,0
3333,10383,1091,0,30,7,24,0,1,0,1.687501192,NA,4,NA,1,dgs,1,0,0
3332,10382,1091,0,30,7,27,0,1,0,2.687504053,NA,4,NA,1,dgs,1,1,0
3331,10381,1091,0,30,7,30,0,0,1,3.296871901,NA,4,NA,1,dgs,1,1,0
3350,10400,1091,0,30,15,3,0,0,1,1.671876907,NA,4,NA,1,dgs,1,0,0
3349,10399,1091,0,30,15,6,0,0,1,2.265627146,NA,4,NA,1,dgs,1,1,0
3348,10398,1091,0,30,15,9,0,1,0,4.296883106,NA,4,NA,1,dgs,1,1,0
3347,10397,1091,0,30,15,12,0,1,0,2.906252861,NA,4,NA,1,dgs,1,0,0
3346,10396,1091,0,30,15,15,0,1,0,1.515626907,NA,4,NA,1,dgs,1,0,0
3345,10395,1091,0,30,15,18,0,1,0,2.234377146,NA,4,NA,1,dgs,1,0,0
3344,10394,1091,0,30,15,21,0,1,0,1.671875954,NA,4,NA,1,dgs,1,1,0
3343,10393,1091,0,30,15,24,0,0,1,1.25,NA,4,NA,1,dgs,1,1,0
3342,10392,1091,0,30,15,27,0,0,1,1.421878099,NA,4,NA,1,dgs,1,0,0
3341,10391,1091,0,30,15,30,0,0,1,4.421877861,NA,4,NA,1,dgs,1,0,0
3330,10380,1091,0,30,29,3,0,1,0,1.5,NA,4,NA,1,dgs,1,0,0
3329,10379,1091,0,30,29,6,0,1,0,1.90625,NA,4,NA,1,dgs,1,0,0
3328,10378,1091,0,30,29,9,0,1,0,1.781254053,NA,4,NA,1,dgs,1,0,0
3327,10377,1091,0,30,29,12,0,1,0,1.703124046,NA,4,NA,1,dgs,1,0,0
3326,10376,1091,0,30,29,15,0,1,0,1.218750954,NA,4,NA,1,dgs,1,1,0
3325,10375,1091,0,30,29,18,0,0,1,3.375005007,NA,4,NA,1,dgs,1,1,0
3324,10374,1091,0,30,29,21,0,0,1,5.718757868,NA,4,NA,1,dgs,1,0,0
3323,10373,1091,0,30,29,24,0,0,1,1.531252146,NA,4,NA,1,dgs,1,0,0
3322,10372,1091,0,30,29,27,0,0,1,1.625,NA,4,NA,1,dgs,1,0,0
3321,10371,1091,0,30,29,30,0,0,1,3.015626907,NA,4,NA,1,dgs,1,0,0
3310,10360,1091,0,30,56,3,0,0,1,2.109379053,NA,4,NA,1,dgs,1,1,0
3309,10359,1091,0,30,56,6,0,1,0,2.078127146,NA,4,NA,1,dgs,1,1,0
3308,10358,1091,0,30,56,9,0,1,0,4.484382868,NA,4,NA,1,dgs,1,0,0
3307,10357,1091,0,30,56,12,0,1,0,2.687502861,NA,4,NA,1,dgs,1,0,0
3306,10356,1091,0,30,56,15,0,1,0,4.32813096,NA,4,NA,1,dgs,1,0,0
3305,10355,1091,0,30,56,18,0,1,0,4.812506914,NA,4,NA,1,dgs,1,0,0
3304,10354,1091,0,30,56,21,0,1,0,4.406258106,NA,4,NA,1,dgs,1,1,0
3303,10353,1091,0,30,56,24,0,0,1,3.890629053,NA,4,NA,1,dgs,1,1,0
3302,10352,1091,0,30,56,27,0,0,1,8.125012875,NA,4,NA,1,dgs,1,0,0
3301,10351,1091,0,30,56,30,0,0,1,16.98439813,NA,4,NA,1,dgs,1,0,0
3320,10370,1091,0,30,101,3,0,1,0,1.312500954,NA,4,NA,1,dgs,1,1,0
3319,10369,1091,0,30,101,6,0,0,1,2.281253099,NA,4,NA,1,dgs,1,1,0
3318,10368,1091,0,30,101,9,0,1,0,1.984378099,NA,4,NA,1,dgs,1,1,0
3317,10367,1091,0,30,101,12,0,1,0,2.406252861,NA,4,NA,1,dgs,1,1,0
3316,10366,1091,0,30,101,15,0,0,1,2.703130007,NA,4,NA,1,dgs,1,1,0
3315,10365,1091,0,30,101,18,0,0,1,2.156251907,NA,4,NA,1,dgs,1,0,0
3314,10364,1091,0,30,101,21,0,0,1,1.953127146,NA,4,NA,1,dgs,1,0,0
3313,10363,1091,0,30,101,24,0,0,1,1.968751907,NA,4,NA,1,dgs,1,0,0
3312,10362,1091,0,30,101,27,0,0,1,2.078127861,NA,4,NA,1,dgs,1,0,0
3311,10361,1091,0,30,101,30,0,0,1,3.250003099,NA,4,NA,1,dgs,1,0,0
561,1161,1092,0,30,7,3,0,1,0,4.761738062,NA,5,NA,0,dgs,1,0,0
562,1162,1092,0,30,7,6,0,1,0,3.492985964,NA,5,NA,0,dgs,1,0,0
563,1163,1092,0,30,7,9,0,1,0,2.976088047,NA,5,NA,0,dgs,1,0,0
564,1164,1092,0,30,7,12,0,1,0,1.879634857,NA,5,NA,0,dgs,1,0,0
565,1165,1092,0,30,7,15,0,1,0,2.976088047,NA,5,NA,0,dgs,1,0,0
566,1166,1092,0,30,7,18,0,1,0,2.615823984,NA,5,NA,0,dgs,1,0,0
567,1167,1092,0,30,7,21,0,1,0,2.145915985,NA,5,NA,0,dgs,1,0,0
568,1168,1092,0,30,7,24,0,1,0,1.676007032,NA,5,NA,0,dgs,1,0,0
569,1169,1092,0,30,7,27,0,1,0,2.302553892,NA,5,NA,0,dgs,1,1,0
570,1170,1092,0,30,7,30,0,0,1,2.662815094,NA,5,NA,0,dgs,1,1,0
581,1181,1092,0,30,15,3,0,1,0,3.038743019,NA,5,NA,0,dgs,1,0,0
582,1182,1092,0,30,15,6,0,1,0,1.707334042,NA,5,NA,0,dgs,1,0,0
583,1183,1092,0,30,15,9,0,1,0,1.472378016,NA,5,NA,0,dgs,1,0,0
584,1184,1092,0,30,15,12,0,1,0,1.895296812,NA,5,NA,0,dgs,1,0,0
585,1185,1092,0,30,15,15,0,1,0,3.680950165,NA,5,NA,0,dgs,1,0,0
586,1186,1092,0,30,15,18,0,1,0,2.192905903,NA,5,NA,0,dgs,1,0,0
587,1187,1092,0,30,15,21,0,1,0,1.691670895,NA,5,NA,0,dgs,1,0,0
588,1188,1092,0,30,15,24,0,1,0,1.441053152,NA,5,NA,0,dgs,1,0,0
589,1189,1092,0,30,15,27,0,1,0,3.352015018,NA,5,NA,0,dgs,1,1,0
590,1190,1092,0,30,15,30,0,0,1,1.425388098,NA,5,NA,0,dgs,1,1,0
591,1191,1092,0,30,29,3,0,1,0,2.427852869,NA,5,NA,0,dgs,1,0,0
592,1192,1092,0,30,29,6,0,1,0,1.691670895,NA,5,NA,0,dgs,1,0,0
593,1193,1092,0,30,29,9,0,1,0,2.130253792,NA,5,NA,0,dgs,1,0,0
594,1194,1092,0,30,29,12,0,1,0,2.474851847,NA,5,NA,0,dgs,1,0,0
595,1195,1092,0,30,29,15,0,1,0,2.459191084,NA,5,NA,0,dgs,1,0,0
