,Participant,RA,RB,DA,DB,R,paradigm,reward_mag,id,condition,trial
49,2083,6,60,0,15,1,online,high,122,3,6149
0,2054,60,60,0,56,0,online,high,123,3,6150
1,2054,54,60,0,56,0,online,high,123,3,6151
2,2054,48,60,0,56,1,online,high,123,3,6152
3,2054,42,60,0,56,0,online,high,123,3,6153
4,2054,36,60,0,56,1,online,high,123,3,6154
5,2054,30,60,0,56,1,online,high,123,3,6155
6,2054,24,60,0,56,1,online,high,123,3,6156
7,2054,18,60,0,56,0,online,high,123,3,6157
8,2054,12,60,0,56,1,online,high,123,3,6158
9,2054,6,60,0,56,0,online,high,123,3,6159
10,2054,60,60,0,29,0,online,high,123,3,6160
11,2054,54,60,0,29,0,online,high,123,3,6161
12,2054,48,60,0,29,0,online,high,123,3,6162
13,2054,42,60,0,29,0,online,high,123,3,6163
14,2054,36,60,0,29,0,online,high,123,3,6164
15,2054,30,60,0,29,0,online,high,123,3,6165
16,2054,24,60,0,29,1,online,high,123,3,6166
17,2054,18,60,0,29,1,online,high,123,3,6167
18,2054,12,60,0,29,0,online,high,123,3,6168
19,2054,6,60,0,29,1,online,high,123,3,6169
20,2054,60,60,0,101,0,online,high,123,3,6170
21,2054,54,60,0,101,0,online,high,123,3,6171
22,2054,48,60,0,101,0,online,high,123,3,6172
23,2054,42,60,0,101,0,online,high,123,3,6173
24,2054,36,60,0,101,0,online,high,123,3,6174
25,2054,30,60,0,101,0,online,high,123,3,6175
26,2054,24,60,0,101,0,online,high,123,3,6176
27,2054,18,60,0,101,0,online,high,123,3,6177
28,2054,12,60,0,101,0,online,high,123,3,6178
29,2054,6,60,0,101,1,online,high,123,3,6179
30,2054,60,60,0,15,0,online,high,123,3,6180
31,2054,54,60,0,15,0,online,high,123,3,6181
32,2054,48,60,0,15,0,online,high,123,3,6182
33,2054,42,60,0,15,0,online,high,123,3,6183
34,2054,36,60,0,15,0,online,high,123,3,6184
35,2054,30,60,0,15,0,online,high,123,3,6185
36,2054,24,60,0,15,1,online,high,123,3,6186
37,2054,18,60,0,15,1,online,high,123,3,6187
38,2054,12,60,0,15,1,online,high,123,3,6188
39,2054,6,60,0,15,1,online,high,123,3,6189
40,2054,60,60,0,7,0,online,high,123,3,6190
41,2054,54,60,0,7,1,online,high,123,3,6191
42,2054,48,60,0,7,1,online,high,123,3,6192
43,2054,42,60,0,7,1,online,high,123,3,6193
44,2054,36,60,0,7,1,online,high,123,3,6194
45,2054,30,60,0,7,1,online,high,123,3,6195
46,2054,24,60,0,7,1,online,high,123,3,6196
47,2054,18,60,0,7,1,online,high,123,3,6197
48,2054,12,60,0,7,1,online,high,123,3,6198
49,2054,6,60,0,7,1,online,high,123,3,6199
0,2055,60,60,0,101,0,online,high,124,3,6200
1,2055,54,60,0,101,0,online,high,124,3,6201
2,2055,48,60,0,101,1,online,high,124,3,6202
3,2055,42,60,0,101,1,online,high,124,3,6203
4,2055,36,60,0,101,1,online,high,124,3,6204
5,2055,30,60,0,101,1,online,high,124,3,6205
6,2055,24,60,0,101,1,online,high,124,3,6206
7,2055,18,60,0,101,1,online,high,124,3,6207
8,2055,12,60,0,101,1,online,high,124,3,6208
9,2055,6,60,0,101,1,online,high,124,3,6209
10,2055,60,60,0,56,0,online,high,124,3,6210
11,2055,54,60,0,56,0,online,high,124,3,6211
12,2055,48,60,0,56,1,online,high,124,3,6212
13,2055,42,60,0,56,1,online,high,124,3,6213
14,2055,36,60,0,56,1,online,high,124,3,6214
15,2055,30,60,0,56,1,online,high,124,3,6215
16,2055,24,60,0,56,1,online,high,124,3,6216
17,2055,18,60,0,56,1,online,high,124,3,6217
18,2055,12,60,0,56,1,online,high,124,3,6218
19,2055,6,60,0,56,1,online,high,124,3,6219
20,2055,60,60,0,7,0,online,high,124,3,6220
21,2055,54,60,0,7,1,online,high,124,3,6221
22,2055,48,60,0,7,1,online,high,124,3,6222
23,2055,42,60,0,7,1,online,high,124,3,6223
24,2055,36,60,0,7,1,online,high,124,3,6224
25,2055,30,60,0,7,1,online,high,124,3,6225
26,2055,24,60,0,7,1,online,high,124,3,6226
27,2055,18,60,0,7,1,online,high,124,3,6227
28,2055,12,60,0,7,1,online,high,124,3,6228
29,2055,6,60,0,7,1,online,high,124,3,6229
30,2055,60,60,0,29,0,online,high,124,3,6230
31,2055,54,60,0,29,0,online,high,124,3,6231
32,2055,48,60,0,29,1,online,high,124,3,6232
33,2055,42,60,0,29,1,online,high,124,3,6233
34,2055,36,60,0,29,1,online,high,124,3,6234
35,2055,30,60,0,29,1,online,high,124,3,6235
36,2055,24,60,0,29,1,online,high,124,3,6236
37,2055,18,60,0,29,1,online,high,124,3,6237
38,2055,12,60,0,29,1,online,high,124,3,6238
39,2055,6,60,0,29,1,online,high,124,3,6239
40,2055,60,60,0,15,0,online,high,124,3,6240
41,2055,54,60,0,15,0,online,high,124,3,6241
42,2055,48,60,0,15,1,online,high,124,3,6242
43,2055,42,60,0,15,1,online,high,124,3,6243
44,2055,36,60,0,15,1,online,high,124,3,6244
45,2055,30,60,0,15,1,online,high,124,3,6245
46,2055,24,60,0,15,1,online,high,124,3,6246
47,2055,18,60,0,15,1,online,high,124,3,6247
48,2055,12,60,0,15,1,online,high,124,3,6248
49,2055,6,60,0,15,1,online,high,124,3,6249
0,2086,6,60,0,56,1,online,high,125,3,6250
1,2086,12,60,0,56,0,online,high,125,3,6251
2,2086,18,60,0,56,1,online,high,125,3,6252
3,2086,24,60,0,56,1,online,high,125,3,6253
4,2086,30,60,0,56,1,online,high,125,3,6254
5,2086,36,60,0,56,1,online,high,125,3,6255
6,2086,42,60,0,56,1,online,high,125,3,6256
7,2086,48,60,0,56,1,online,high,125,3,6257
8,2086,54,60,0,56,0,online,high,125,3,6258
9,2086,60,60,0,56,0,online,high,125,3,6259
10,2086,6,60,0,29,1,online,high,125,3,6260
11,2086,12,60,0,29,1,online,high,125,3,6261
12,2086,18,60,0,29,1,online,high,125,3,6262
13,2086,24,60,0,29,1,online,high,125,3,6263
14,2086,30,60,0,29,1,online,high,125,3,6264
15,2086,36,60,0,29,1,online,high,125,3,6265
16,2086,42,60,0,29,1,online,high,125,3,6266
17,2086,48,60,0,29,1,online,high,125,3,6267
18,2086,54,60,0,29,0,online,high,125,3,6268
19,2086,60,60,0,29,0,online,high,125,3,6269
20,2086,6,60,0,101,1,online,high,125,3,6270
21,2086,12,60,0,101,1,online,high,125,3,6271
22,2086,18,60,0,101,1,online,high,125,3,6272
23,2086,24,60,0,101,1,online,high,125,3,6273
24,2086,30,60,0,101,1,online,high,125,3,6274
25,2086,36,60,0,101,1,online,high,125,3,6275
26,2086,42,60,0,101,1,online,high,125,3,6276
27,2086,48,60,0,101,1,online,high,125,3,6277
28,2086,54,60,0,101,0,online,high,125,3,6278
29,2086,60,60,0,101,0,online,high,125,3,6279
30,2086,6,60,0,15,1,online,high,125,3,6280
31,2086,12,60,0,15,1,online,high,125,3,6281
32,2086,18,60,0,15,1,online,high,125,3,6282
33,2086,24,60,0,15,1,online,high,125,3,6283
34,2086,30,60,0,15,1,online,high,125,3,6284
35,2086,36,60,0,15,1,online,high,125,3,6285
36,2086,42,60,0,15,1,online,high,125,3,6286
37,2086,48,60,0,15,1,online,high,125,3,6287
38,2086,54,60,0,15,1,online,high,125,3,6288
39,2086,60,60,0,15,0,online,high,125,3,6289
40,2086,6,60,0,7,1,online,high,125,3,6290
41,2086,12,60,0,7,1,online,high,125,3,6291
42,2086,18,60,0,7,1,online,high,125,3,6292
43,2086,24,60,0,7,1,online,high,125,3,6293
44,2086,30,60,0,7,1,online,high,125,3,6294
45,2086,36,60,0,7,1,online,high,125,3,6295
46,2086,42,60,0,7,1,online,high,125,3,6296
47,2086,48,60,0,7,1,online,high,125,3,6297
48,2086,54,60,0,7,1,online,high,125,3,6298
49,2086,60,60,0,7,0,online,high,125,3,6299
0,2079,6,60,0,29,0,online,high,126,3,6300
1,2079,12,60,0,29,1,online,high,126,3,6301
2,2079,18,60,0,29,0,online,high,126,3,6302
3,2079,24,60,0,29,0,online,high,126,3,6303
4,2079,30,60,0,29,0,online,high,126,3,6304
5,2079,36,60,0,29,0,online,high,126,3,6305
6,2079,42,60,0,29,0,online,high,126,3,6306
7,2079,48,60,0,29,0,online,high,126,3,6307
8,2079,54,60,0,29,0,online,high,126,3,6308
9,2079,60,60,0,29,0,online,high,126,3,6309
10,2079,6,60,0,56,1,online,high,126,3,6310
11,2079,12,60,0,56,0,online,high,126,3,6311
12,2079,18,60,0,56,0,online,high,126,3,6312
13,2079,24,60,0,56,0,online,high,126,3,6313
14,2079,30,60,0,56,0,online,high,126,3,6314
15,2079,36,60,0,56,0,online,high,126,3,6315
16,2079,42,60,0,56,0,online,high,126,3,6316
17,2079,48,60,0,56,0,online,high,126,3,6317
18,2079,54,60,0,56,0,online,high,126,3,6318
19,2079,60,60,0,56,0,online,high,126,3,6319
20,2079,6,60,0,15,1,online,high,126,3,6320
21,2079,12,60,0,15,1,online,high,126,3,6321
22,2079,18,60,0,15,1,online,high,126,3,6322
23,2079,24,60,0,15,0,online,high,126,3,6323
24,2079,30,60,0,15,0,online,high,126,3,6324
25,2079,36,60,0,15,0,online,high,126,3,6325
26,2079,42,60,0,15,0,online,high,126,3,6326
27,2079,48,60,0,15,0,online,high,126,3,6327
28,2079,54,60,0,15,0,online,high,126,3,6328
29,2079,60,60,0,15,0,online,high,126,3,6329
30,2079,6,60,0,101,0,online,high,126,3,6330
31,2079,12,60,0,101,0,online,high,126,3,6331
32,2079,18,60,0,101,0,online,high,126,3,6332
33,2079,24,60,0,101,0,online,high,126,3,6333
34,2079,30,60,0,101,0,online,high,126,3,6334
35,2079,36,60,0,101,0,online,high,126,3,6335
36,2079,42,60,0,101,0,online,high,126,3,6336
37,2079,48,60,0,101,0,online,high,126,3,6337
38,2079,54,60,0,101,0,online,high,126,3,6338
39,2079,60,60,0,101,0,online,high,126,3,6339
40,2079,6,60,0,7,1,online,high,126,3,6340
41,2079,12,60,0,7,1,online,high,126,3,6341
42,2079,18,60,0,7,1,online,high,126,3,6342
43,2079,24,60,0,7,1,online,high,126,3,6343
44,2079,30,60,0,7,1,online,high,126,3,6344
45,2079,36,60,0,7,0,online,high,126,3,6345
46,2079,42,60,0,7,0,online,high,126,3,6346
47,2079,48,60,0,7,0,online,high,126,3,6347
48,2079,54,60,0,7,0,online,high,126,3,6348
49,2079,60,60,0,7,0,online,high,126,3,6349
0,2085,60,60,0,101,0,online,high,127,3,6350
1,2085,54,60,0,101,0,online,high,127,3,6351
2,2085,48,60,0,101,0,online,high,127,3,6352
3,2085,42,60,0,101,1,online,high,127,3,6353
4,2085,36,60,0,101,0,online,high,127,3,6354
5,2085,30,60,0,101,0,online,high,127,3,6355
6,2085,24,60,0,101,1,online,high,127,3,6356
7,2085,18,60,0,101,0,online,high,127,3,6357
8,2085,12,60,0,101,1,online,high,127,3,6358
9,2085,6,60,0,101,1,online,high,127,3,6359
10,2085,60,60,0,7,0,online,high,127,3,6360
11,2085,54,60,0,7,1,online,high,127,3,6361
12,2085,48,60,0,7,1,online,high,127,3,6362
13,2085,42,60,0,7,1,online,high,127,3,6363
14,2085,36,60,0,7,1,online,high,127,3,6364
15,2085,30,60,0,7,1,online,high,127,3,6365
16,2085,24,60,0,7,1,online,high,127,3,6366
17,2085,18,60,0,7,1,online,high,127,3,6367
18,2085,12,60,0,7,1,online,high,127,3,6368
19,2085,6,60,0,7,1,online,high,127,3,6369
20,2085,60,60,0,56,0,online,high,127,3,6370
21,2085,54,60,0,56,0,online,high,127,3,6371
22,2085,48,60,0,56,0,online,high,127,3,6372
23,2085,42,60,0,56,0,online,high,127,3,6373
24,2085,36,60,0,56,0,online,high,127,3,6374
25,2085,30,60,0,56,1,online,high,127,3,6375
26,2085,24,60,0,56,0,online,high,127,3,6376
27,2085,18,60,0,56,0,online,high,127,3,6377
28,2085,12,60,0,56,1,online,high,127,3,6378
29,2085,6,60,0,56,1,online,high,127,3,6379
30,2085,60,60,0,15,0,online,high,127,3,6380
31,2085,54,60,0,15,0,online,high,127,3,6381
32,2085,48,60,0,15,0,online,high,127,3,6382
33,2085,42,60,0,15,1,online,high,127,3,6383
34,2085,36,60,0,15,1,online,high,127,3,6384
35,2085,30,60,0,15,0,online,high,127,3,6385
36,2085,24,60,0,15,1,online,high,127,3,6386
37,2085,18,60,0,15,1,online,high,127,3,6387
38,2085,12,60,0,15,1,online,high,127,3,6388
39,2085,6,60,0,15,1,online,high,127,3,6389
40,2085,60,60,0,29,0,online,high,127,3,6390
41,2085,54,60,0,29,0,online,high,127,3,6391
42,2085,48,60,0,29,0,online,high,127,3,6392
43,2085,42,60,0,29,0,online,high,127,3,6393
44,2085,36,60,0,29,1,online,high,127,3,6394
45,2085,30,60,0,29,0,online,high,127,3,6395
46,2085,24,60,0,29,0,online,high,127,3,6396
47,2085,18,60,0,29,0,online,high,127,3,6397
48,2085,12,60,0,29,1,online,high,127,3,6398
49,2085,6,60,0,29,1,online,high,127,3,6399
0,2053,60,60,0,101,0,online,high,128,3,6400
1,2053,54,60,0,101,0,online,high,128,3,6401
2,2053,48,60,0,101,0,online,high,128,3,6402
3,2053,42,60,0,101,0,online,high,128,3,6403
4,2053,36,60,0,101,1,online,high,128,3,6404
5,2053,30,60,0,101,0,online,high,128,3,6405
6,2053,24,60,0,101,0,online,high,128,3,6406
7,2053,18,60,0,101,0,online,high,128,3,6407
8,2053,12,60,0,101,1,online,high,128,3,6408
9,2053,6,60,0,101,1,online,high,128,3,6409
10,2053,60,60,0,7,0,online,high,128,3,6410
11,2053,54,60,0,7,1,online,high,128,3,6411
12,2053,48,60,0,7,1,online,high,128,3,6412
13,2053,42,60,0,7,1,online,high,128,3,6413
14,2053,36,60,0,7,1,online,high,128,3,6414
15,2053,30,60,0,7,1,online,high,128,3,6415
16,2053,24,60,0,7,1,online,high,128,3,6416
17,2053,18,60,0,7,1,online,high,128,3,6417
18,2053,12,60,0,7,1,online,high,128,3,6418
19,2053,6,60,0,7,1,online,high,128,3,6419
20,2053,60,60,0,56,0,online,high,128,3,6420
21,2053,54,60,0,56,0,online,high,128,3,6421
22,2053,48,60,0,56,0,online,high,128,3,6422
23,2053,42,60,0,56,0,online,high,128,3,6423
24,2053,36,60,0,56,1,online,high,128,3,6424
25,2053,30,60,0,56,1,online,high,128,3,6425
26,2053,24,60,0,56,1,online,high,128,3,6426
27,2053,18,60,0,56,1,online,high,128,3,6427
28,2053,12,60,0,56,1,online,high,128,3,6428
29,2053,6,60,0,56,1,online,high,128,3,6429
30,2053,60,60,0,15,0,online,high,128,3,6430
31,2053,54,60,0,15,0,online,high,128,3,6431
32,2053,48,60,0,15,0,online,high,128,3,6432
33,2053,42,60,0,15,0,online,high,128,3,6433
34,2053,36,60,0,15,1,online,high,128,3,6434
35,2053,30,60,0,15,1,online,high,128,3,6435
36,2053,24,60,0,15,1,online,high,128,3,6436
37,2053,18,60,0,15,1,online,high,128,3,6437
38,2053,12,60,0,15,1,online,high,128,3,6438
39,2053,6,60,0,15,1,online,high,128,3,6439
40,2053,60,60,0,29,0,online,high,128,3,6440
41,2053,54,60,0,29,0,online,high,128,3,6441
42,2053,48,60,0,29,0,online,high,128,3,6442
43,2053,42,60,0,29,0,online,high,128,3,6443
44,2053,36,60,0,29,1,online,high,128,3,6444
45,2053,30,60,0,29,1,online,high,128,3,6445
46,2053,24,60,0,29,1,online,high,128,3,6446
47,2053,18,60,0,29,1,online,high,128,3,6447
48,2053,12,60,0,29,1,online,high,128,3,6448
49,2053,6,60,0,29,1,online,high,128,3,6449
0,2008,60,60,0,56,0,online,high,129,3,6450
1,2008,54,60,0,56,1,online,high,129,3,6451
2,2008,48,60,0,56,1,online,high,129,3,6452
3,2008,42,60,0,56,1,online,high,129,3,6453
4,2008,36,60,0,56,1,online,high,129,3,6454
5,2008,30,60,0,56,1,online,high,129,3,6455
6,2008,24,60,0,56,1,online,high,129,3,6456
7,2008,18,60,0,56,1,online,high,129,3,6457
8,2008,12,60,0,56,1,online,high,129,3,6458
9,2008,6,60,0,56,1,online,high,129,3,6459
10,2008,60,60,0,101,0,online,high,129,3,6460
11,2008,54,60,0,101,0,online,high,129,3,6461
12,2008,48,60,0,101,0,online,high,129,3,6462
13,2008,42,60,0,101,0,online,high,129,3,6463
14,2008,36,60,0,101,0,online,high,129,3,6464
15,2008,30,60,0,101,0,online,high,129,3,6465
16,2008,24,60,0,101,0,online,high,129,3,6466
17,2008,18,60,0,101,0,online,high,129,3,6467
18,2008,12,60,0,101,0,online,high,129,3,6468
19,2008,6,60,0,101,1,online,high,129,3,6469
20,2008,60,60,0,29,0,online,high,129,3,6470
21,2008,54,60,0,29,0,online,high,129,3,6471
22,2008,48,60,0,29,0,online,high,129,3,6472
23,2008,42,60,0,29,0,online,high,129,3,6473
24,2008,36,60,0,29,1,online,high,129,3,6474
25,2008,30,60,0,29,1,online,high,129,3,6475
26,2008,24,60,0,29,1,online,high,129,3,6476
27,2008,18,60,0,29,1,online,high,129,3,6477
28,2008,12,60,0,29,1,online,high,129,3,6478
29,2008,6,60,0,29,1,online,high,129,3,6479
30,2008,60,60,0,7,1,online,high,129,3,6480
31,2008,54,60,0,7,1,online,high,129,3,6481
32,2008,48,60,0,7,0,online,high,129,3,6482
33,2008,42,60,0,7,1,online,high,129,3,6483
34,2008,36,60,0,7,1,online,high,129,3,6484
35,2008,30,60,0,7,1,online,high,129,3,6485
36,2008,24,60,0,7,1,online,high,129,3,6486
37,2008,18,60,0,7,1,online,high,129,3,6487
38,2008,12,60,0,7,1,online,high,129,3,6488
39,2008,6,60,0,7,1,online,high,129,3,6489
40,2008,60,60,0,15,0,online,high,129,3,6490
41,2008,54,60,0,15,0,online,high,129,3,6491
42,2008,48,60,0,15,0,online,high,129,3,6492
43,2008,42,60,0,15,0,online,high,129,3,6493
44,2008,36,60,0,15,0,online,high,129,3,6494
45,2008,30,60,0,15,1,online,high,129,3,6495
46,2008,24,60,0,15,0,online,high,129,3,6496
47,2008,18,60,0,15,1,online,high,129,3,6497
48,2008,12,60,0,15,1,online,high,129,3,6498
49,2008,6,60,0,15,1,online,high,129,3,6499
0,2034,60,60,0,15,0,online,high,130,3,6500
1,2034,54,60,0,15,0,online,high,130,3,6501
2,2034,48,60,0,15,1,online,high,130,3,6502
3,2034,42,60,0,15,1,online,high,130,3,6503
4,2034,36,60,0,15,1,online,high,130,3,6504
5,2034,30,60,0,15,1,online,high,130,3,6505
6,2034,24,60,0,15,0,online,high,130,3,6506
7,2034,18,60,0,15,0,online,high,130,3,6507
8,2034,12,60,0,15,1,online,high,130,3,6508
9,2034,6,60,0,15,1,online,high,130,3,6509
10,2034,60,60,0,7,0,online,high,130,3,6510
11,2034,54,60,0,7,0,online,high,130,3,6511
12,2034,48,60,0,7,1,online,high,130,3,6512
13,2034,42,60,0,7,0,online,high,130,3,6513
14,2034,36,60,0,7,1,online,high,130,3,6514
15,2034,30,60,0,7,1,online,high,130,3,6515
16,2034,24,60,0,7,0,online,high,130,3,6516
17,2034,18,60,0,7,0,online,high,130,3,6517
18,2034,12,60,0,7,0,online,high,130,3,6518
19,2034,6,60,0,7,1,online,high,130,3,6519
20,2034,60,60,0,29,0,online,high,130,3,6520
21,2034,54,60,0,29,0,online,high,130,3,6521
22,2034,48,60,0,29,0,online,high,130,3,6522
23,2034,42,60,0,29,0,online,high,130,3,6523
24,2034,36,60,0,29,0,online,high,130,3,6524
25,2034,30,60,0,29,0,online,high,130,3,6525
26,2034,24,60,0,29,0,online,high,130,3,6526
27,2034,18,60,0,29,1,online,high,130,3,6527
28,2034,12,60,0,29,0,online,high,130,3,6528
29,2034,6,60,0,29,1,online,high,130,3,6529
30,2034,60,60,0,101,0,online,high,130,3,6530
31,2034,54,60,0,101,0,online,high,130,3,6531
32,2034,48,60,0,101,0,online,high,130,3,6532
33,2034,42,60,0,101,0,online,high,130,3,6533
34,2034,36,60,0,101,0,online,high,130,3,6534
35,2034,30,60,0,101,0,online,high,130,3,6535
36,2034,24,60,0,101,0,online,high,130,3,6536
37,2034,18,60,0,101,0,online,high,130,3,6537
38,2034,12,60,0,101,0,online,high,130,3,6538
39,2034,6,60,0,101,1,online,high,130,3,6539
40,2034,60,60,0,56,0,online,high,130,3,6540
41,2034,54,60,0,56,0,online,high,130,3,6541
42,2034,48,60,0,56,0,online,high,130,3,6542
43,2034,42,60,0,56,0,online,high,130,3,6543
44,2034,36,60,0,56,0,online,high,130,3,6544
45,2034,30,60,0,56,0,online,high,130,3,6545
46,2034,24,60,0,56,0,online,high,130,3,6546
47,2034,18,60,0,56,0,online,high,130,3,6547
48,2034,12,60,0,56,0,online,high,130,3,6548
49,2034,6,60,0,56,0,online,high,130,3,6549
0,2009,60,60,0,101,0,online,high,131,3,6550
1,2009,54,60,0,101,0,online,high,131,3,6551
2,2009,48,60,0,101,0,online,high,131,3,6552
3,2009,42,60,0,101,0,online,high,131,3,6553
4,2009,36,60,0,101,0,online,high,131,3,6554
5,2009,30,60,0,101,0,online,high,131,3,6555
6,2009,24,60,0,101,0,online,high,131,3,6556
7,2009,18,60,0,101,0,online,high,131,3,6557
8,2009,12,60,0,101,0,online,high,131,3,6558
9,2009,6,60,0,101,0,online,high,131,3,6559
10,2009,60,60,0,7,0,online,high,131,3,6560
11,2009,54,60,0,7,0,online,high,131,3,6561
12,2009,48,60,0,7,1,online,high,131,3,6562
13,2009,42,60,0,7,0,online,high,131,3,6563
14,2009,36,60,0,7,0,online,high,131,3,6564
15,2009,30,60,0,7,1,online,high,131,3,6565
16,2009,24,60,0,7,1,online,high,131,3,6566
17,2009,18,60,0,7,1,online,high,131,3,6567
18,2009,12,60,0,7,1,online,high,131,3,6568
19,2009,6,60,0,7,1,online,high,131,3,6569
20,2009,60,60,0,56,0,online,high,131,3,6570
21,2009,54,60,0,56,0,online,high,131,3,6571
22,2009,48,60,0,56,0,online,high,131,3,6572
23,2009,42,60,0,56,0,online,high,131,3,6573
24,2009,36,60,0,56,0,online,high,131,3,6574
25,2009,30,60,0,56,0,online,high,131,3,6575
26,2009,24,60,0,56,0,online,high,131,3,6576
27,2009,18,60,0,56,0,online,high,131,3,6577
28,2009,12,60,0,56,0,online,high,131,3,6578
29,2009,6,60,0,56,0,online,high,131,3,6579
30,2009,60,60,0,15,0,online,high,131,3,6580
31,2009,54,60,0,15,0,online,high,131,3,6581
32,2009,48,60,0,15,0,online,high,131,3,6582
33,2009,42,60,0,15,0,online,high,131,3,6583
34,2009,36,60,0,15,0,online,high,131,3,6584
35,2009,30,60,0,15,0,online,high,131,3,6585
36,2009,24,60,0,15,1,online,high,131,3,6586
37,2009,18,60,0,15,1,online,high,131,3,6587
38,2009,12,60,0,15,1,online,high,131,3,6588
39,2009,6,60,0,15,1,online,high,131,3,6589
40,2009,60,60,0,29,0,online,high,131,3,6590
41,2009,54,60,0,29,0,online,high,131,3,6591
42,2009,48,60,0,29,0,online,high,131,3,6592
43,2009,42,60,0,29,0,online,high,131,3,6593
44,2009,36,60,0,29,0,online,high,131,3,6594
45,2009,30,60,0,29,0,online,high,131,3,6595
46,2009,24,60,0,29,1,online,high,131,3,6596
47,2009,18,60,0,29,1,online,high,131,3,6597
48,2009,12,60,0,29,1,online,high,131,3,6598
49,2009,6,60,0,29,1,online,high,131,3,6599
0,2037,6,60,0,29,1,online,high,132,3,6600
1,2037,12,60,0,29,0,online,high,132,3,6601
2,2037,18,60,0,29,0,online,high,132,3,6602
3,2037,24,60,0,29,1,online,high,132,3,6603
4,2037,30,60,0,29,0,online,high,132,3,6604
5,2037,36,60,0,29,1,online,high,132,3,6605
6,2037,42,60,0,29,1,online,high,132,3,6606
7,2037,48,60,0,29,1,online,high,132,3,6607
8,2037,54,60,0,29,0,online,high,132,3,6608
9,2037,60,60,0,29,0,online,high,132,3,6609
10,2037,6,60,0,15,1,online,high,132,3,6610
11,2037,12,60,0,15,1,online,high,132,3,6611
12,2037,18,60,0,15,1,online,high,132,3,6612
13,2037,24,60,0,15,1,online,high,132,3,6613
14,2037,30,60,0,15,1,online,high,132,3,6614
15,2037,36,60,0,15,1,online,high,132,3,6615
16,2037,42,60,0,15,1,online,high,132,3,6616
17,2037,48,60,0,15,1,online,high,132,3,6617
18,2037,54,60,0,15,1,online,high,132,3,6618
19,2037,60,60,0,15,0,online,high,132,3,6619
20,2037,6,60,0,56,1,online,high,132,3,6620
21,2037,12,60,0,56,1,online,high,132,3,6621
22,2037,18,60,0,56,0,online,high,132,3,6622
23,2037,24,60,0,56,0,online,high,132,3,6623
24,2037,30,60,0,56,0,online,high,132,3,6624
25,2037,36,60,0,56,0,online,high,132,3,6625
26,2037,42,60,0,56,0,online,high,132,3,6626
27,2037,48,60,0,56,0,online,high,132,3,6627
28,2037,54,60,0,56,0,online,high,132,3,6628
29,2037,60,60,0,56,0,online,high,132,3,6629
30,2037,6,60,0,7,1,online,high,132,3,6630
31,2037,12,60,0,7,1,online,high,132,3,6631
32,2037,18,60,0,7,1,online,high,132,3,6632
33,2037,24,60,0,7,1,online,high,132,3,6633
34,2037,30,60,0,7,1,online,high,132,3,6634
35,2037,36,60,0,7,1,online,high,132,3,6635
36,2037,42,60,0,7,1,online,high,132,3,6636
37,2037,48,60,0,7,1,online,high,132,3,6637
38,2037,54,60,0,7,1,online,high,132,3,6638
39,2037,60,60,0,7,0,online,high,132,3,6639
40,2037,6,60,0,101,0,online,high,132,3,6640
41,2037,12,60,0,101,0,online,high,132,3,6641
42,2037,18,60,0,101,0,online,high,132,3,6642
43,2037,24,60,0,101,0,online,high,132,3,6643
44,2037,30,60,0,101,0,online,high,132,3,6644
45,2037,36,60,0,101,0,online,high,132,3,6645
46,2037,42,60,0,101,0,online,high,132,3,6646
47,2037,48,60,0,101,0,online,high,132,3,6647
48,2037,54,60,0,101,0,online,high,132,3,6648
49,2037,60,60,0,101,0,online,high,132,3,6649
0,2023,60,60,0,15,0,online,high,133,3,6650
1,2023,54,60,0,15,0,online,high,133,3,6651
2,2023,48,60,0,15,1,online,high,133,3,6652
3,2023,42,60,0,15,0,online,high,133,3,6653
4,2023,36,60,0,15,0,online,high,133,3,6654
5,2023,30,60,0,15,1,online,high,133,3,6655
6,2023,24,60,0,15,1,online,high,133,3,6656
7,2023,18,60,0,15,1,online,high,133,3,6657
8,2023,12,60,0,15,0,online,high,133,3,6658
9,2023,6,60,0,15,1,online,high,133,3,6659
10,2023,60,60,0,29,0,online,high,133,3,6660
11,2023,54,60,0,29,0,online,high,133,3,6661
12,2023,48,60,0,29,0,online,high,133,3,6662
13,2023,42,60,0,29,0,online,high,133,3,6663
14,2023,36,60,0,29,0,online,high,133,3,6664
15,2023,30,60,0,29,0,online,high,133,3,6665
16,2023,24,60,0,29,0,online,high,133,3,6666
17,2023,18,60,0,29,0,online,high,133,3,6667
18,2023,12,60,0,29,0,online,high,133,3,6668
19,2023,6,60,0,29,0,online,high,133,3,6669
20,2023,60,60,0,7,0,online,high,133,3,6670
21,2023,54,60,0,7,1,online,high,133,3,6671
22,2023,48,60,0,7,1,online,high,133,3,6672
23,2023,42,60,0,7,0,online,high,133,3,6673
24,2023,36,60,0,7,1,online,high,133,3,6674
25,2023,30,60,0,7,1,online,high,133,3,6675
26,2023,24,60,0,7,1,online,high,133,3,6676
27,2023,18,60,0,7,1,online,high,133,3,6677
28,2023,12,60,0,7,1,online,high,133,3,6678
29,2023,6,60,0,7,1,online,high,133,3,6679
30,2023,60,60,0,56,0,online,high,133,3,6680
31,2023,54,60,0,56,0,online,high,133,3,6681
32,2023,48,60,0,56,0,online,high,133,3,6682
33,2023,42,60,0,56,0,online,high,133,3,6683
34,2023,36,60,0,56,0,online,high,133,3,6684
35,2023,30,60,0,56,0,online,high,133,3,6685
