,logk,logs,logk_est,logk_est_L,logk_est_U,logs_est,logs_est_L,logs_est_U
177,-3.800053079836043,0.06673363941991439,-3.7566985605602587,-3.920451229866417,-3.5965132545688543,0.13697189840159632,-0.0840446966992295,0.37545231837279947
178,-2.6383954408247776,0.6963203150871579,-2.5514366793082153,-2.6604012092899025,-2.4457879648174976,0.6492808767189219,0.4375931705963276,0.8527938693533517
179,-2.6036851787182522,0.16851064657760895,-2.6320444678745645,-2.7511130138347673,-2.499824988002976,0.3558810804525204,0.17147763129040944,0.553042652503147
180,-1.5768404763682042,0.31666868498556033,-1.4712855408874912,-1.8019401449153498,-1.0935212052922378,0.3709426344350944,-0.0601517170377539,0.8477675054003108
181,-4.218653155141289,0.03221021108866928,-4.412198237855184,-4.625940680546625,-4.1957545058448975,-0.13352961385195197,-0.3665949150831261,0.09039581947687489
182,-2.6251053512330387,-0.06605805791543307,-2.5914575439999488,-2.7774194421306695,-2.3913416626439927,-0.1914604659571835,-0.41243162799894423,0.02956074180954173
183,-4.720224063382819,-0.5092681615011724,-5.077169770925524,-5.730323975070268,-4.565816573781763,-0.726746176574723,-1.0832231219798605,-0.3896885881355482
184,-3.466123115206826,0.36588327558631784,-3.615365584167831,-3.729328954332972,-3.4900640871052824,0.26761907984422295,0.09323816081827803,0.42033770266971987
185,-2.6703169764441794,0.24557782805449602,-2.631826198138819,-2.774065839886463,-2.442447198139804,0.21922017612006386,-0.030425157822244656,0.49773318452703236
186,-4.263474362494066,-0.36738573994342805,-4.3346925243823025,-4.630078833143938,-4.057794930637058,-0.374674439890906,-0.6321674632916973,-0.10189405822276167
187,-4.546692613326171,0.9576551231332825,-4.5400622776437,-4.6561350268662665,-4.424277706296325,0.7682167352465935,0.5101496405919614,1.058767476951267
188,-3.260500739795905,-0.5765106781180216,-3.407843903446231,-3.711756685765017,-3.1127370077219076,-0.7102244346889448,-1.0355701554225194,-0.4037240557224094
189,-3.327725737962986,-0.591280797845556,-3.108345306874845,-3.3833879578571424,-2.795277696496586,-0.4851208624635983,-0.7304774881581821,-0.24125645326234088
190,-2.252328028022653,0.3882738487598755,-2.319078662771579,-2.4523008018134567,-2.1897684826383292,0.4866969740213353,0.24850542199931977,0.708568775429608
191,-4.24742674850359,0.416037601203583,-4.185949615107411,-4.312517993764709,-4.0601928715695275,0.4263980193365292,0.23879863554839684,0.6241070124042697
192,-3.671982501299956,0.6865022511596818,-3.687562519932908,-3.796793973637988,-3.584255092590881,0.5955008475243271,0.39388338376976545,0.7867119077313518
193,-3.9894981298161842,0.6720114010343813,-3.9698237878777216,-4.063122530560989,-3.8618885277439676,0.6273392553240702,0.45376780738589934,0.8011461925768227
194,-2.8373639545451352,0.8526543132932555,-2.8041472090961403,-2.908077237487502,-2.7027503283157364,0.7176644888395952,0.5355496500919377,0.9114281573349696
195,-3.2195331181050824,0.5545904136059502,-3.210623840165813,-3.3105710507142407,-3.117070313034377,0.6090497517712216,0.4485033887199166,0.8150302816046592
196,-3.579591957385192,0.8935204393367618,-3.58287264440504,-3.666707881397831,-3.4973734551114726,0.9093910713089753,0.7354467986321135,1.0915178310729847
197,-3.6127532506557714,0.22047176656313427,-3.5687331575541896,-3.7051297166174235,-3.4253262159298874,0.12408600176883579,-0.0677207616648871,0.311192836117636
198,-2.368093993612261,0.9444286156376521,-2.324966487314875,-2.4221104449098165,-2.23274898420881,1.0400302833551909,0.8026490043629372,1.272700256388321
199,-3.8669109591366553,0.3725728697045211,-3.8577736192929875,-3.9803712022083797,-3.731872620702879,0.3544429778557104,0.15773523491822147,0.5432767979799584
